brand,model,note,asin,date,price
LG,38BK95C-W,,B07CMGQC76,2018-12-11 14:44:00,1393.52
LG,38BK95C-W,,B07CMGQC76,2018-12-11 16:24:00,1393.51
LG,38BK95C-W,,B07CMGQC76,2018-12-11 18:08:00,1393.5
LG,38BK95C-W,,B07CMGQC76,2018-12-11 19:00:00,1393.49
LG,38BK95C-W,,B07CMGQC76,2018-12-11 21:40:00,1393.48
LG,38BK95C-W,,B07CMGQC76,2018-12-12 01:08:00,1393.47
LG,38BK95C-W,,B07CMGQC76,2018-12-12 02:48:00,1393.46
LG,38BK95C-W,,B07CMGQC76,2018-12-12 05:52:00,1393.44
LG,38BK95C-W,,B07CMGQC76,2018-12-12 07:40:00,1393.43
LG,38BK95C-W,,B07CMGQC76,2018-12-12 10:06:00,1393.42
LG,38BK95C-W,,B07CMGQC76,2018-12-12 10:56:00,1393.41
LG,38BK95C-W,,B07CMGQC76,2018-12-12 12:38:00,1393.4
LG,38BK95C-W,,B07CMGQC76,2018-12-12 13:36:00,1393.39
LG,38BK95C-W,,B07CMGQC76,2018-12-12 18:40:00,1393.38
LG,38BK95C-W,,B07CMGQC76,2018-12-12 19:36:00,1393.37
LG,38BK95C-W,,B07CMGQC76,2018-12-12 21:20:00,1393.36
LG,38BK95C-W,,B07CMGQC76,2018-12-12 23:04:00,1393.35
LG,38BK95C-W,,B07CMGQC76,2018-12-13 00:48:00,1393.34
LG,38BK95C-W,,B07CMGQC76,2018-12-13 02:30:00,1393.33
LG,38BK95C-W,,B07CMGQC76,2018-12-13 04:04:00,1393.32
LG,38BK95C-W,,B07CMGQC76,2018-12-13 05:52:00,1393.31
LG,38BK95C-W,,B07CMGQC76,2018-12-13 06:46:00,1393.3
LG,38BK95C-W,,B07CMGQC76,2018-12-13 08:32:00,1393.29
LG,38BK95C-W,,B07CMGQC76,2018-12-13 10:12:00,1393.28
LG,38BK95C-W,,B07CMGQC76,2018-12-13 12:00:00,1393.27
LG,38BK95C-W,,B07CMGQC76,2018-12-13 12:50:00,1393.26
LG,38BK95C-W,,B07CMGQC76,2018-12-13 14:36:00,1393.25
LG,38BK95C-W,,B07CMGQC76,2018-12-13 16:26:00,1393.24
LG,38BK95C-W,,B07CMGQC76,2018-12-13 18:16:00,1393.23
LG,38BK95C-W,,B07CMGQC76,2018-12-13 20:16:00,1393.22
LG,38BK95C-W,,B07CMGQC76,2018-12-13 22:54:00,1393.21
LG,38BK95C-W,,B07CMGQC76,2018-12-14 00:42:00,1393.2
LG,38BK95C-W,,B07CMGQC76,2018-12-14 02:24:00,1393.19
LG,38BK95C-W,,B07CMGQC76,2018-12-14 03:18:00,1393.18
LG,38BK95C-W,,B07CMGQC76,2018-12-14 07:32:00,1393.17
LG,38BK95C-W,,B07CMGQC76,2018-12-14 09:40:00,1393.16
LG,38BK95C-W,,B07CMGQC76,2018-12-14 11:38:00,1393.15
LG,38BK95C-W,,B07CMGQC76,2018-12-14 12:32:00,1393.14
LG,38BK95C-W,,B07CMGQC76,2018-12-14 13:28:00,1393.62
LG,38BK95C-W,,B07CMGQC76,2018-12-14 14:20:00,857.99
LG,38BK95C-W,,B07CMGQC76,2018-12-15 20:04:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-20 21:52:00,1393.69
LG,38BK95C-W,,B07CMGQC76,2018-12-26 08:36:00,1229.99
LG,38BK95C-W,,B07CMGQC76,2018-12-26 11:16:00,1393.69
LG,38BK95C-W,,B07CMGQC76,2018-12-26 16:36:00,1393.5
LG,38BK95C-W,,B07CMGQC76,2018-12-26 17:20:00,1393.4
LG,38BK95C-W,,B07CMGQC76,2018-12-26 22:02:00,1393.3
LG,38BK95C-W,,B07CMGQC76,2018-12-26 23:24:00,1393.2
LG,38BK95C-W,,B07CMGQC76,2018-12-27 01:30:00,1393.1
